tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0251127,movie,How to Lose a Guy in 10 Days,How to Lose a Guy in 10 Days,0,2003.0,,116,"Comedy,Romance"
tt0251160,movie,John Q,John Q,0,2002.0,,116,"Crime,Drama,Thriller"
tt0251163,movie,Jumping for Joy,Jumping for Joy,0,2002.0,,94,"Comedy,Drama,Family"
tt0251174,movie,Chilly Dogs,Kevin of the North,0,2001.0,,86,"Adventure,Comedy,Sport"
tt0251179,movie,Larceny,Larceny,0,2004.0,,101,Comedy
tt0251191,movie,The Low Down,The Low Down,0,2000.0,,96,Drama
tt0251193,movie,Magic Rock,Magic Rock,0,2001.0,,94,"Comedy,Drama,Family"
tt0251272,movie,Mind Rage,Mind Rage,0,2001.0,,90,Thriller
tt0251294,movie,Nikita Blues,Nikita Blues,0,2001.0,,85,Drama
tt0251353,movie,Primetime Murder,Primetime Murder,0,2000.0,,85,Thriller
tt0251364,movie,Rave Macbeth,Rave Macbeth,0,2001.0,,87,"Crime,Drama,Music"
tt0251369,movie,The Remnant,The Remnant,0,2001.0,,106,"Horror,Sci-Fi,Thriller"
tt0251370,movie,Rennie's Landing,Rennie's Landing,0,2001.0,,103,Drama
tt0251402,movie,Siren,Siren,0,2000.0,,102,Drama
tt0251412,movie,Stageghost,Stageghost,0,2000.0,,104,"Thriller,Western"
tt0251415,movie,Stickmen,Stickmen,0,2001.0,,98,"Comedy,Drama,Sport"
tt0251422,movie,Take It to the Limit,Take It to the Limit,0,2000.0,,87,"Action,Adventure"
tt0251433,movie,Time and Tide,Shun liu ni liu,0,2000.0,,113,"Action,Crime,Thriller"
tt0251661,movie,One Day in August,Dekapentavgoustos,0,2001.0,,106,Drama
tt0251670,movie,Doging Donsessmao Nobubu Round and Round,Doki doki densetsu mahou noburu guruguru,0,2000.0,,45,Animation
tt0251677,movie,Cuban Blood,Dreaming of Julia,0,2003.0,,109,"Comedy,Drama"
tt0251696,movie,Fast Sofa,Fast Sofa,0,2001.0,,109,"Adventure,Drama"
tt0251736,movie,House of 1000 Corpses,House of 1000 Corpses,0,2003.0,,89,Horror
tt0251744,movie,In Memory of My Father,In Memory of My Father,0,2005.0,,96,"Comedy,Drama"
tt0251756,movie,Jungle,Jungle,0,2000.0,,146,"Action,Adventure,Romance"
tt0251806,movie,Long Time Dead,Long Time Dead,0,2002.0,,94,"Horror,Thriller"
tt0251901,movie,No Place Like Home,No Place Like Home,0,2002.0,,85,Family
tt0251951,movie,Pretty Cool,Pretty Cool,0,2002.0,,92,"Comedy,Sci-Fi"
tt0252028,movie,Surviving Christmas,Surviving Christmas,0,2004.0,,91,"Comedy,Romance"
tt0252052,movie,An American Reunion,An American Reunion,0,2003.0,,93,"Comedy,Drama,Romance"
tt0252076,movie,Maid in Manhattan,Maid in Manhattan,0,2002.0,,105,"Comedy,Drama,Romance"
tt0252223,movie,All the Queen's Men,All the Queen's Men,0,2001.0,,99,"Action,Comedy,Drama"
tt0252225,movie,Almost Salinas,Almost Salinas,0,2001.0,,92,"Comedy,Drama,Mystery"
tt0252253,movie,Baby Blue,Baby Blue,0,2001.0,,119,Thriller
tt0252266,movie,Beeper,Beeper,0,2002.0,,100,"Crime,Thriller"
tt0252299,movie,Buffalo Soldiers,Buffalo Soldiers,0,2001.0,,98,"Comedy,Crime,Drama"
tt0252327,movie,City Loop,City Loop,0,2000.0,,78,"Comedy,Drama"
tt0252335,movie,Love Torn in a Dream,Combat d'amour en songe,0,2000.0,,120,"Drama,Fantasy"
tt0252444,movie,Rabbit-Proof Fence,Rabbit-Proof Fence,0,2002.0,,94,"Biography,Drama"
tt0252445,movie,Followers,Followers,0,2000.0,,87,Drama
tt0252480,movie,The Grey Zone,The Grey Zone,0,2001.0,,108,"Drama,History,War"
tt0252501,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001.0,,101,"Drama,Mystery"
tt0252503,movie,Heist,Heist,0,2001.0,,109,"Action,Crime,Drama"
tt0252684,movie,Manic,Manic,0,2001.0,,100,Drama
tt0252703,movie,Less Is More,Menos es más,0,2000.0,,91,Comedy
tt0252866,movie,American Pie 2,American Pie 2,0,2001.0,,108,Comedy
tt0252884,movie,Angels!,Angels!,0,2000.0,,86,Comedy
tt0252963,movie,The Bunker,The Bunker,0,2001.0,,95,"Drama,Horror,Mystery"
tt0252985,movie,Ask Me If I'm Happy,Chiedimi se sono felice,0,2000.0,,100,"Comedy,Drama"
tt0253016,movie,Love Life,Love Life,0,2002.0,,95,"Comedy,Romance"
tt0253028,movie,Deadly Little Secrets,Deadly Little Secrets,0,2002.0,,97,Thriller
tt0253056,movie,Down 'n Dirty,Down 'n Dirty,0,2000.0,,102,"Crime,Drama"
tt0253063,movie,Eban and Charley,Eban and Charley,0,2000.0,,86,"Drama,Romance"
tt0253104,movie,Godass,Godass,0,2000.0,,73,"Comedy,Drama,Romance"
tt0253110,movie,Living It Up,La gran vida,0,2000.0,,112,"Comedy,Romance"
tt0253114,movie,My Best Friend's Wife,My Best Friend's Wife,0,2001.0,,85,"Comedy,Drama"
tt0253126,movie,High Heels and Low Lifes,High Heels and Low Lifes,0,2001.0,,86,"Action,Comedy,Crime"
tt0253197,movie,Sinner in the Summer Sun,Syndare i sommarsol,0,2001.0,,98,Drama
tt0253200,movie,Last Orders,Last Orders,0,2001.0,,109,Drama
tt0253314,movie,Nicolas,Nicolas,0,2001.0,,90,Drama
tt0253335,movie,No Turning Back,No Turning Back,0,2001.0,,98,"Crime,Drama,Thriller"
tt0253474,movie,The Pianist,The Pianist,0,2002.0,,150,"Biography,Drama,Music"
tt0253486,movie,Sex Files: Pleasureville,Sex Files: Pleasureville,0,2000.0,,79,Sci-Fi
tt0253487,movie,Pledge of Innocence,Pledge of Innocence,0,2001.0,,93,"Action,Drama,Thriller"
tt0253525,movie,This Is Not Paradise,Qui non è il paradiso,0,2000.0,,92,"Crime,Drama"
tt0253556,movie,Reign of Fire,Reign of Fire,0,2002.0,,101,"Action,Adventure,Fantasy"
tt0253586,movie,Revolution #9,Revolution #9,0,2001.0,,90,Thriller
tt0253688,movie,Shoot or Be Shot,Shoot or Be Shot,0,2002.0,,90,Comedy
tt0253700,movie,Sideshow,Sideshow,0,2000.0,,74,Horror
tt0253754,movie,Star Trek: Nemesis,Star Trek: Nemesis,0,2002.0,,116,"Action,Adventure,Sci-Fi"
tt0253798,movie,Out Cold,Out Cold,0,2001.0,,89,"Comedy,Sport"
tt0253827,movie,The Martins,The Martins,0,2001.0,,87,Comedy
tt0253840,movie,The Triumph of Love,The Triumph of Love,0,2001.0,,112,"Comedy,Romance"
tt0253842,movie,Troublesome Night 7,Yam yeung lo 7: Chong dou zing,0,2000.0,,93,"Comedy,Horror"
tt0253867,movie,The Sweetest Thing,The Sweetest Thing,0,2002.0,,84,"Comedy,Romance"
tt0253895,movie,Vienna,Vienna,0,2002.0,,104,Comedy
tt0253933,movie,Be Somebody,What About Me,0,2002.0,,101,Romance
tt0254067,movie,The Adulterer,The Adulterer,0,2000.0,,85,Drama
tt0254099,movie,The Anniversary Party,The Anniversary Party,0,2001.0,,115,"Comedy,Drama,Romance"
tt0254199,movie,CQ,CQ,0,2001.0,,88,"Comedy,Drama,Sci-Fi"
tt0254226,movie,Claim,Claim,0,2002.0,,93,"Crime,Thriller"
tt0254252,movie,Dead Awake,Dead Awake,0,2001.0,,100,"Action,Thriller"
tt0254284,movie,Dog Eat Dog,Dog Eat Dog,0,2001.0,,93,"Comedy,Drama"
tt0254325,movie,Comedy of Innocence,Comédie de l'innocence,0,2000.0,,100,"Drama,Fantasy,Mystery"
tt0254334,movie,The Fourth Angel,The Fourth Angel,0,2001.0,,96,"Action,Drama,Thriller"
tt0254448,movie,Making Metamorphosis,Making Metamorphosis,0,2001.0,,82,Drama
tt0254455,movie,Sex and Lucía,Lucía y el sexo,0,2001.0,,128,"Drama,Romance"
tt0254481,movie,Koi... Mil Gaya,Koi... Mil Gaya,0,2003.0,,171,"Action,Drama,Romance"
tt0254610,movie,The Moving True Story of a Woman Ahead of Her Time,Nynke,0,2001.0,,110,"Biography,Drama,History"
tt0254617,movie,Olive Juice,Olive Juice,0,2001.0,,88,"Comedy,Romance"
tt0254622,movie,They Call This... Spring,On appelle ça... le printemps,0,2001.0,,107,Comedy
tt0254626,movie,One Eyed King,One Eyed King,0,2001.0,,105,"Crime,Drama,Thriller"
tt0254686,movie,The Piano Teacher,La pianiste,0,2001.0,,131,"Drama,Music"
tt0254705,movie,Porno Film,Porno Film,0,2000.0,,80,"Comedy,Romance"
tt0254775,movie,The Red Siren,La sirène rouge,0,2002.0,,118,"Action,Crime,Thriller"
tt0254784,movie,Indian Cowboy,Indian Cowboy,0,2004.0,,84,"Comedy,Romance"
tt0254791,movie,Le stade de Wimbledon,Le stade de Wimbledon,0,2001.0,,69,Drama
tt0255019,movie,Blister,Burisuta,0,2000.0,,108,"Action,Comedy,Drama"
tt0255055,movie,China: The Panda Adventure,China: The Panda Adventure,0,2001.0,,48,Drama
tt0255067,movie,Common Wealth,La comunidad,0,2000.0,,110,"Comedy,Crime,Horror"
tt0255094,movie,The Circle,Dayereh,0,2000.0,,90,Drama
tt0255099,movie,Delicate Instruments,Delicate Instruments,0,2000.0,,130,Drama
tt0255112,movie,Dhaai Akshar Prem Ke,Dhaai Akshar Prem Ke,0,2000.0,,167,"Drama,Romance"
tt0255198,movie,Godzilla vs. Megaguirus,Gojira tai Megagirasu: Jî shômetsu sakusen,0,2000.0,,105,"Action,Horror,Sci-Fi"
tt0255305,movie,Khiladi 420,Khiladi 420,0,2000.0,,157,"Action,Romance,Thriller"
tt0255312,movie,Lansdown,Lansdown,0,2001.0,,80,"Comedy,Thriller"
tt0255321,movie,Liam,Liam,0,2000.0,,90,Drama
tt0255325,movie,Little Red,Little Red,0,2000.0,,85,"Crime,Drama"
tt0255348,movie,March,March,0,2001.0,,92,Drama
tt0255432,movie,Now & Forever,Now & Forever,0,2002.0,,101,"Drama,Romance"
tt0255443,movie,Deadly Engagement,Deadly Engagement,0,2002.0,,92,"Action,Adventure"
tt0255476,movie,The Pig Farm,The Pig Farm,0,2000.0,,77,Comedy
tt0255477,movie,Pinocchio,Pinocchio,0,2002.0,,108,"Comedy,Family,Fantasy"
tt0255582,movie,Second Generation,Second Generation,0,2000.0,,80,Drama
tt0255589,movie,The Isle,Seom,0,2000.0,,90,"Drama,Thriller"
tt0255623,movie,Subterano,Subterano,0,2003.0,,91,"Horror,Sci-Fi"
tt0255653,movie,Tortilla Soup,Tortilla Soup,0,2001.0,,102,"Comedy,Drama,Romance"
tt0255655,movie,The Trade,The Trade,0,2003.0,,91,Drama
tt0255702,movie,Wishcraft,Wishcraft,0,2002.0,,102,Horror
tt0255797,movie,Angels Crest,Angels Crest,0,2002.0,,87,Thriller
tt0255798,movie,The Animal,The Animal,0,2001.0,,84,"Comedy,Sci-Fi"
tt0255819,movie,Baby Boy,Baby Boy,0,2001.0,,130,"Crime,Drama,Romance"
tt0255820,movie,Return to Babylon,Return to Babylon,0,2013.0,,75,"Biography,Comedy,Drama"
tt0255909,movie,Cubbyhouse,Cubbyhouse,0,2001.0,,89,"Horror,Thriller"
tt0256009,movie,The Devil's Backbone,El espinazo del diablo,0,2001.0,,106,"Drama,Horror,Thriller"
tt0256084,movie,How Harry Became a Tree,How Harry Became a Tree,0,2001.0,,99,Drama
tt0256087,movie,I.Q. Dudettes,La jiao jiao shi,0,2000.0,,109,"Comedy,Drama"
tt0256103,movie,Intimacy,Intimacy,0,2001.0,,119,"Drama,Romance"
tt0256127,movie,Face,Kao,0,2000.0,,124,"Comedy,Crime,Drama"
tt0256155,movie,Beneath Loch Ness,Beneath Loch Ness,0,2001.0,,96,"Action,Adventure,Fantasy"
tt0256160,movie,Love Disease,Love Disease,0,2000.0,,108,"Comedy,Romance"
tt0256179,movie,Mário,Mário,0,2000.0,,86,Drama
tt0256276,movie,Possession,Possession,0,2002.0,,102,"Drama,Mystery,Romance"
tt0256341,movie,Road to Redemption,Road to Redemption,0,2001.0,,89,"Action,Comedy,Drama"
tt0256359,movie,The Safety of Objects,The Safety of Objects,0,2001.0,,121,Drama
tt0256374,movie,Pretty When You Cry,Pretty When You Cry,0,2001.0,,90,"Crime,Drama,Thriller"
tt0256375,movie,Sensitive New Age Killer,Sensitive New Age Killer,0,2000.0,,87,"Action,Comedy,Crime"
tt0256378,movie,Sex Files: Sexually Bewitched,Sex Files: Sexually Bewitched,0,2000.0,,80,"Fantasy,Romance"
tt0256380,movie,Shallow Hal,Shallow Hal,0,2001.0,,114,"Comedy,Drama,Fantasy"
tt0256400,movie,Sometimes a Hero,Sometimes a Hero,0,2003.0,,91,"Action,Crime,Drama"
tt0256415,movie,Sweet Home Alabama,Sweet Home Alabama,0,2002.0,,108,"Comedy,Romance"
tt0256524,movie,The Curse of the Jade Scorpion,The Curse of the Jade Scorpion,0,2001.0,,103,"Comedy,Crime,Mystery"
tt0256531,movie,Young Blades,Young Blades,0,2001.0,,92,"Action,Adventure"
tt0256587,movie,Foreign Sister,Ahot Zara,0,2000.0,,124,Drama
tt0256630,movie,Baba,Wo shi ni ba ba,0,2000.0,,96,"Comedy,Drama"
tt0256666,movie,That Old Dream That Moves,Ce vieux rêve qui bouge,0,2001.0,,51,"Comedy,Drama"
tt0256692,movie,Chori Chori Chupke Chupke,Chori Chori Chupke Chupke,0,2001.0,,165,"Comedy,Drama,Musical"
tt0256757,movie,Flies on Cupid,Flies on Cupid,0,2000.0,,95,"Comedy,Drama"
tt0256766,movie,Gallito Ciego,Gallito Ciego,0,2001.0,,89,Crime
tt0256856,movie,Kept,Kept,0,2001.0,,98,"Drama,Thriller"
tt0257019,movie,Purpose,Purpose,0,2002.0,,96,Drama
tt0257044,movie,Road to Perdition,Road to Perdition,0,2002.0,,117,"Crime,Drama,Thriller"
tt0257076,movie,S.W.A.T.,S.W.A.T.,0,2003.0,,117,"Action,Adventure,Crime"
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001.0,,83,"Comedy,Horror"
tt0257255,movie,A Very Christmas Story,Swiateczna przygoda,0,2000.0,,82,"Adventure,Comedy,Family"
tt0257288,movie,Women Kingdom,Ayollar saltanaty,0,2000.0,,68,"Drama,Fantasy,Mystery"
tt0257289,movie,Life as a Fatal Sexually Transmitted Disease,Zycie jako smiertelna choroba przenoszona droga plciowa,0,2000.0,,99,Drama
tt0257355,movie,Birdseye,A.K.A. Birdseye,0,2002.0,,90,"Comedy,Crime"
tt0257360,movie,About Schmidt,About Schmidt,0,2002.0,,125,Drama
tt0257408,movie,Judgment,Judgment,0,2001.0,,105,"Drama,Sci-Fi,Thriller"
tt0257497,movie,"La Commune (Paris, 1871)","La commune (Paris, 1871)",0,2000.0,,345,"Drama,History,War"
tt0257510,movie,Crocodile 2: Death Swamp,Crocodile 2: Death Swamp,0,2002.0,,93,"Action,Adventure,Horror"
tt0257516,movie,Cursed,Cursed,0,2005.0,,97,"Comedy,Horror"
tt0257568,movie,Kangaroo Jack,Kangaroo Jack,0,2003.0,,89,"Action,Adventure,Comedy"
tt0257721,movie,Good Neighbor,Good Neighbor,0,2001.0,,86,Thriller
tt0257750,movie,Heart of Stone,Heart of Stone,0,2001.0,,90,"Drama,Thriller"
tt0257756,movie,High Crimes,High Crimes,0,2002.0,,115,"Crime,Drama,Mystery"
tt0257764,movie,Hot Ice,Hot Ice,0,2000.0,,83,Thriller
tt0257818,movie,The Jolly Boys' Last Stand,The Jolly Boys' Last Stand,0,2000.0,,88,Drama
tt0257939,movie,The Guava House,Mùa oi,0,2000.0,,100,Drama
tt0257947,movie,My Dark Days,My Dark Days,0,2001.0,,90,Thriller
tt0258000,movie,Panic Room,Panic Room,0,2002.0,,112,"Crime,Drama,Thriller"
tt0258038,movie,Pootie Tang,Pootie Tang,0,2001.0,,81,"Action,Adventure,Comedy"
tt0258068,movie,The Quiet American,The Quiet American,0,2002.0,,101,"Drama,Romance,Thriller"
tt0258100,movie,Run Ronnie Run,Run Ronnie Run,0,2002.0,,86,Comedy
tt0258127,movie,Liars Club,Liars Club,0,2001.0,,99,"Comedy,Romance"
tt0258153,movie,S1m0ne,S1m0ne,0,2002.0,,117,"Comedy,Drama,Sci-Fi"
tt0258210,movie,Stalled,Stalled,0,2000.0,,96,Comedy
tt0258247,movie,The Testaments: Of One Fold and One Shepherd,The Testaments: Of One Fold and One Shepherd,0,2000.0,,67,Drama
tt0258273,movie,Lovely & Amazing,Lovely & Amazing,0,2001.0,,91,"Comedy,Drama,Romance"
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002.0,,119,"Action,Mystery,Thriller"
tt0258470,movie,Bubble Boy,Bubble Boy,0,2001.0,,84,"Adventure,Comedy,Romance"
tt0258489,movie,Double Tap,Cheung wong,0,2000.0,,96,"Action,Crime,Thriller"
tt0258501,movie,Clouds,Clouds,0,2000.0,,95,Drama
tt0258512,movie,Danny's Wish,Danny's Wish,0,2001.0,,98,"Drama,Family"
tt0258534,movie,Pact with the Devil,Dorian,0,2003.0,,89,"Horror,Thriller"
tt0258562,movie,Falling Rocks,Falling Rocks,0,2000.0,,93,"Drama,Thriller"
tt0258604,movie,Gung Fu: The New Dragon,Gung Fu: The New Dragon,0,2000.0,,90,Action
tt0258635,movie,The Investigation Must Go On,Haboleshet Hokeret,0,2000.0,,94,"Crime,Drama"
tt0258761,movie,Last Resort,Last Resort,0,2000.0,,73,"Drama,Romance"
tt0258816,movie,The Reckoning,The Reckoning,0,2002.0,,112,"Crime,Drama,Mystery"
tt0258827,movie,Girls on Top,Mädchen Mädchen!,0,2001.0,,90,Comedy
tt0258834,movie,Nebraska Supersonic,Nebraska Supersonic,0,2001.0,,75,Comedy
tt0258854,movie,One Week,One Week,0,2000.0,,97,"Drama,Romance"
tt0258862,movie,The Operative,The Operative,0,2000.0,,97,Action
tt0258877,movie,The Perfect You,The Perfect You,0,2002.0,,90,"Comedy,Romance"
tt0258883,movie,Placido Rizzotto,Placido Rizzotto,0,2000.0,,110,"Biography,Crime,Drama"
tt0258885,movie,Platform,Zhantai,0,2000.0,,154,"Drama,History"
tt0258901,movie,The Luau,The Luau,0,2005.0,,90,Comedy
tt0258967,movie,The Unsaid,The Unsaid,0,2001.0,,111,"Crime,Drama,Mystery"
tt0259017,movie,Swimming Upstream,Swimming Upstream,0,2002.0,,105,Drama
tt0259023,movie,Sworn Revenge,Chong gwai nei: Huet gwong ji joi,0,2000.0,,86,"Comedy,Horror,Mystery"
tt0259054,movie,Ordinary Sinner,Ordinary Sinner,0,2001.0,,91,"Drama,Romance"
tt0259060,movie,Don't Die Too Hard!,La tour Montparnasse infernale,0,2001.0,,92,Comedy
tt0259072,movie,A Time for Drunken Horses,Zamani barayé masti asbha,0,2000.0,,80,"Drama,War"
tt0259134,movie,Corto Maltese: Secret Court of the Arcanes,Corto Maltese: La cour secrète des Arcanes,0,2002.0,,92,"Adventure,Animation,Drama"
tt0259216,movie,Scandal: The Big Turn On,Scandal: The Big Turn On,0,2000.0,,80,"Drama,Thriller"
tt0259218,movie,Blind Obsession,Blind Obsession,0,2001.0,,90,"Drama,Thriller"
tt0259221,movie,Scandal: Body of Love,Scandal: Body of Love,0,2000.0,,83,Drama
tt0259255,movie,Four Letter Words,Four Letter Words,0,2000.0,,82,"Comedy,Drama"
tt0259265,movie,Daughters of the Sun,Dokhtaran-e khorshid,0,2000.0,,109,Drama
tt0259288,movie,Dragonfly,Dragonfly,0,2002.0,,104,"Drama,Fantasy,Mystery"
tt0259289,movie,Sunshine for the Poor,Du soleil pour les gueux,0,2001.0,,55,"Comedy,Drama"
tt0259324,movie,Ghost Rider,Ghost Rider,0,2007.0,,110,"Action,Fantasy,Thriller"
tt0259333,movie,"Goodbye, Casanova","Goodbye, Casanova",0,2000.0,,85,Romance
tt0259343,movie,Happy Family Plan,Shiawase kazoku keikaku,0,2000.0,,121,"Comedy,Family"
tt0259386,movie,Knight Club,Knight Club,0,2001.0,,90,"Action,Drama,Thriller"
tt0259393,movie,Lantana,Lantana,0,2001.0,,121,"Drama,Mystery,Romance"
tt0259424,movie,Our Tropical Island,Mari del sud,0,2001.0,,94,Comedy
tt0259442,movie,The Monkey's Mask,The Monkey's Mask,0,2000.0,,93,"Crime,Mystery,Thriller"
tt0259446,movie,My Big Fat Greek Wedding,My Big Fat Greek Wedding,0,2002.0,,95,"Comedy,Drama,Romance"
tt0259484,movie,Paid in Full,Paid in Full,0,2002.0,,97,"Action,Crime,Drama"
tt0259497,movie,Pendulum,Pendulum,0,2001.0,,95,"Crime,Mystery,Thriller"
tt0259516,movie,The Poor & Hungry,The Poor & Hungry,0,2000.0,,118,Drama
tt0259538,movie,Returning Mickey Stern,Returning Mickey Stern,0,2002.0,,92,Comedy
tt0259567,movie,Perfect Opposites,Perfect Opposites,0,2004.0,,99,"Drama,Romance"
tt0259711,movie,Vanilla Sky,Vanilla Sky,0,2001.0,,136,"Fantasy,Mystery,Romance"
tt0259729,movie,The Three-Legged Fox,La volpe a tre zampe,0,2004.0,,88,Drama
tt0259730,movie,His Master's Voice,La voz de su amo,0,2001.0,,105,"Crime,Drama"
tt0259741,movie,Summer Holiday,Ha yat dik mo mo cha,0,2000.0,,98,"Comedy,Romance"
tt0259742,movie,X-Roads,Xin shi zi jie tou,0,2001.0,,104,Drama
tt0259744,movie,Fleeing by Night,Ye ben,0,2000.0,,119,"Drama,Romance"
tt0259822,movie,.45,.45,0,2006.0,,101,"Crime,Drama,Thriller"
tt0259929,movie,Christmas Carol: The Movie,Christmas Carol: The Movie,0,2001.0,,81,"Animation,Family,Fantasy"
tt0259974,movie,Digimon: The Movie,Digimon: The Movie,0,2000.0,,82,"Action,Adventure,Animation"
tt0259991,movie,Games of the Heart,Du pic au coeur,0,2001.0,,85,"Comedy,Romance"
tt0260023,movie,Margarette's Feast,A Festa de Margarette,0,2003.0,,90,Comedy
tt0260054,movie,Gojoe: Spirit War Chronicle,Gojô reisenki: Gojoe,0,2000.0,,138,"Action,History"
tt0260136,movie,The Avenging Fist,Kuen sun,0,2001.0,,92,"Action,Fantasy,Sci-Fi"
tt0260216,movie,Night Class,Night Class,0,2001.0,,90,"Crime,Thriller"
tt0260320,movie,Repli-Kate,Repli-Kate,0,2002.0,,96,"Comedy,Sci-Fi"
tt0260332,movie,The Day I Became a Woman,Roozi ke zan shodam,0,2000.0,,78,"Comedy,Drama"
tt0260414,movie,Taking Sides,Taking Sides,0,2001.0,,108,"Drama,Music,War"
tt0260481,movie,Up Against Amanda,Up Against Amanda,0,2000.0,,102,"Drama,Thriller"
tt0260522,movie,In Desert and Wilderness,W pustyni i w puszczy,0,2001.0,,111,"Adventure,Family"
tt0260688,movie,Ali Zaoua: Prince of the Streets,"Ali Zaoua, prince de la rue",0,2000.0,,99,"Crime,Drama"
tt0260695,movie,Hometown Legend,Hometown Legend,0,2002.0,,120,"Drama,Family,Sport"
tt0260731,movie,3rd World Hero,Bayaning 3rd World,0,2000.0,,93,Drama
tt0260746,movie,Big Bad Love,Big Bad Love,0,2001.0,,111,"Comedy,Drama,Romance"
tt0260866,movie,Don't Say a Word,Don't Say a Word,0,2001.0,,113,"Drama,Mystery,Thriller"
tt0260924,movie,A Gentleman's Game,A Gentleman's Game,0,2002.0,,112,"Drama,Sport"
tt0260960,movie,Beijing Herbs,Huang lian · Hou pu,0,2000.0,,98,Drama
tt0260991,movie,Joint Security Area,Gongdong gyeongbi guyeok JSA,0,2000.0,,110,"Action,Drama,Thriller"
tt0260992,movie,Juliet in Love,Chu Lai Yip yu Leung San Pak,0,2000.0,,89,"Drama,Romance"
tt0261000,movie,Umbrella Flower,Kaza-hana,0,2000.0,,116,Drama
tt0261066,movie,Piñero,Piñero,0,2001.0,,103,"Biography,Drama"
tt0261125,movie,Endless Affair,Oi yue shing,0,2000.0,,89,"Action,Romance,Thriller"
tt0261199,movie,The Price of Air,The Price of Air,0,2000.0,,88,"Action,Crime,Drama"
tt0261289,movie,Serving Sara,Serving Sara,0,2002.0,,102,"Comedy,Romance"
tt0261311,movie,Sound of the Sea,Son de mar,0,2001.0,,95,"Drama,Romance"
tt0261326,movie,Strippers,Strippers,0,2000.0,,71,"Comedy,Drama"
tt0261375,movie,Up Syndrome,Up Syndrome,0,2000.0,,82,"Horror,War"
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001.0,,104,Comedy
tt0261552,movie,The Foul King,Banchikwang,0,2000.0,,112,"Comedy,Sport"
tt0261570,movie,Black Days,Black Days,0,2001.0,,80,"Comedy,Mystery,Romance"
tt0261652,movie,Dirt,Dirt,0,2001.0,,102,"Comedy,Crime"
tt0261697,movie,The Hidden Fortress,La forteresse suspendue,0,2001.0,,95,"Adventure,Comedy"
tt0261706,movie,White Cherries,Gelbe Kirschen,0,2001.0,,86,"Drama,Romance"
tt0261734,movie,Der Himmel kann warten,Der Himmel kann warten,0,2000.0,,98,Drama
tt0261755,movie,Jackpot,Jackpot,0,2001.0,,97,"Comedy,Drama"
tt0261800,movie,Lisa,Lisa,0,2001.0,,109,"Drama,Romance,War"
tt0261959,movie,Rockets' Red Glare,Rockets' Red Glare,0,2000.0,,105,"Family,Thriller"
tt0261983,movie,Session 9,Session 9,0,2001.0,,100,"Drama,Horror,Mystery"
tt0261992,movie,Winter Break,Winter Break,0,2003.0,,92,"Comedy,Drama"
tt0262196,movie,19,19,0,2000.0,,83,"Comedy,Crime,Drama"
tt0262213,movie,The Legend of Love,Cherike Hooram,0,2000.0,,87,Drama
tt0262221,movie,Sex Files: Alien Erotica II,Sex Files: Alien Erotica II,0,2000.0,,80,"Romance,Sci-Fi"
tt0262222,movie,Alligator Alley,Alligator Alley,0,2000.0,,108,"Comedy,Family,Fantasy"
tt0262345,movie,Condemned to Freedom,Condenado à Liberdade,0,2001.0,,86,Drama
tt0262396,movie,Empire,Empire,0,2002.0,,90,"Crime,Drama,Thriller"
tt0262429,movie,Gamer,Gamer,0,2001.0,,92,"Comedy,Sci-Fi"
tt0262432,movie,George Washington,George Washington,0,2000.0,,89,Drama
tt0262462,movie,Carman: The Champion,Carman: The Champion,0,2001.0,,82,"Action,Drama,Sport"
tt0262560,movie,The Law of Enclosures,The Law of Enclosures,0,2000.0,,111,Drama
tt0262690,movie,Letter to America,Pismo do Amerika,0,2000.0,,90,Drama
tt0262699,movie,The Pornographer,Le pornographe,0,2001.0,,108,Drama
tt0262774,movie,"Smell of Camphor, Fragrance of Jasmine","Booye kafoor, atre yas",0,2000.0,,92,Drama
tt0262828,movie,Thug Life,Thug Life,0,2001.0,,90,"Action,Crime"
tt0262911,movie,World Traveler,World Traveler,0,2001.0,,103,Drama
tt0262942,movie,Savage Souls,Les âmes fortes,0,2001.0,,120,"Drama,Romance"
tt0263005,movie,The 13th Sign,The 13th Sign,0,2000.0,,85,Horror
tt0263053,movie,Alone,Alone,0,2002.0,,88,"Horror,Mystery,Thriller"
tt0263101,movie,Bangkok Dangerous,Bangkok Dangerous,0,2000.0,,105,"Action,Crime,Drama"
tt0263156,movie,Brave New Land,Brava Gente Brasileira,0,2000.0,,104,"Drama,War"
tt0263215,movie,Picture Claire,Picture Claire,0,2001.0,,91,Thriller
tt0263256,movie,Deep Six,Deep Six,0,2000.0,,80,"Action,Comedy"
tt0263265,movie,Shortcut to Happiness,The Devil and Daniel Webster,0,2003.0,,106,"Comedy,Drama,Fantasy"
tt0263334,movie,Beans,Fasulye,0,2000.0,,105,"Comedy,Crime"
tt0263386,movie,Going Greek,Going Greek,0,2001.0,,90,"Comedy,Drama,Romance"
tt0263488,movie,Jeepers Creepers,Jeepers Creepers,0,2001.0,,90,"Horror,Mystery"
